IKin__LowPassTotalFlowRate,rightHipInnerLowPassFlowRate,leftHipInnerLowPassFlowRate,rightHipOuterLowPassFlowRate,leftHipOuterLowPassFlowRate,rightKneeLowPassFlowRate,leftKneeLowPassFlowRate,rightAnkleInnerLowPassFlowRate,leftAnkleInnerLowPassFlowRate,rightAnkleOuterLowPassFlowRate,leftAnkleOuterLowPassFlowRate,SpineInnerLowPassFlowRate,SpineOuterLowPassFlowRate,qd_x,qd_y,exactCenterOfMassVelocityX,exactCenterOfMassVelocityY,swingTime0,transferTime0,RIGHT_FOOT_LINKFootForceMag,LEFT_FOOT_LINKFootForceMag,
5.740716055969799,0.049019871577466054,0.600971653339549,0.08227512166155984,0.5064869595257765,0.1843534417373767,2.3921893321756635,0.20459931147633517,0.7168526324072396,0.09043377430804567,0.821273307541502,0.025296897834485767,0.06696375238479876,0.003310322366861331,-0.14291066491798635,0.07323007053800405,-0.10424228717110239,1.0,0.35,965.3571443163721,0.0,
5.742275378828457,0.04649441854248146,0.6046320401361363,0.07750440823189637,0.5157481400578579,0.18332197273204603,2.4052661581484736,0.21036457261181973,0.7021075934607071,0.09237779022988665,0.8074535880425349,0.025100474778103503,0.07190422185651266,0.00285514737930564,-0.14056675906321686,0.07398285154039494,-0.10242583173036435,1.0,0.35,974.3438632893184,0.0,
5.741247051029202,0.04340652525481931,0.6087743996513083,0.07438033562919436,0.5245003556638758,0.18384748763100126,2.417353751448969,0.21458892268622845,0.6880144372307391,0.09193496891958036,0.7942401691250379,0.02527622809551703,0.07492946969293054,0.002445306734468569,-0.13812535727474554,0.07483861049665845,-0.10066316970556755,1.0,0.35,983.3278139391776,0.0,
5.736746230561362,0.039471194564449204,0.6134465059797742,0.07311393233780503,0.5327462474505614,0.18631714228419388,2.4282946460296624,0.21684209111763098,0.6743827621957572,0.08899018689533184,0.7814828744995115,0.02585156799523581,0.0758070792114491,0.0020698315404438596,-0.13562780280348805,0.07575393637134062,-0.09895546174470077,1.0,0.35,991.2016414097109,0.0,
5.728275380788261,0.034576822986962,0.6185875430084534,0.07367690138411838,0.5404974691208286,0.19083420165626055,2.4378904913190502,0.21694221086996593,0.6610289658337769,0.08381042923973726,0.7690116346233624,0.02683178657312016,0.0745869241726253,0.0017202961768576464,-0.13312102356869213,0.07668269856449607,-0.09729936442059725,1.0,0.35,997.0584895967957,0.0,
5.717269732560041,0.030317690069487948,0.6240457196661907,0.07582218427462291,0.5477743572397732,0.19722742302872798,2.445935232839523,0.21496085362109976,0.6477909793004074,0.0769720654299098,0.7566557917685119,0.02819525404456287,0.07157218127722259,0.001391461685522932,-0.1306514764730872,0.07758181621237166,-0.09568765068033704,1.0,0.35,1000.3034071337513,0.0,
5.704908373113467,0.02781885838557385,0.6296057069087675,0.07913047248634442,0.5546043330054821,0.20509394888847016,2.452245477705294,0.2111976566056733,0.6345385772907647,0.06925776583412765,0.7442611968363045,0.029893220811628617,0.06726115835503474,0.001081467882938226,-0.12825949102569795,0.07841624301669547,-0.0941103340897047,1.0,0.35,1000.714596694767,0.0,
5.691075953810078,0.026734463055370677,0.6350216611730548,0.0830749574523666,0.5610193919070423,0.21386760147717257,2.456684884475863,0.20612917291939092,0.6211788007785599,0.06153838764257705,0.7317033361695737,0.03185382259167498,0.062269474167428486,7.916225906053426E-4,-0.12597481471295585,0.07916255214533152,-0.09255609259687987,1.0,0.35,998.4442384467303,0.0,
5.67575679590446,0.02669569198129896,0.6400510224066359,0.08709429770769712,0.5670531445253107,0.2229014122322065,2.459180197768032,0.20033991299576184,0.6076565720703484,0.05465547787201963,0.7188953034422536,0.03398932986821185,0.05724443303468103,5.258686200927682E-4,-0.12381391244484383,0.07981076411160781,-0.09101374986387184,1.0,0.35,993.9631863673231,0.0,
5.6589987866728295,0.0273389104794962,0.6444845919485656,0.09066339459101473,0.5727378773100178,0.23155236132487977,2.4597277096883112,0.19444555015712,0.5939510770532488,0.04931828395858529,0.7057902146613718,0.036205310349315144,0.0527835051508991,2.900192982525606E-4,-0.12177922217676816,0.08036435076095422,-0.08947359574796827,1.0,0.35,987.96584573841,0.0,
